Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
7852569,"Apr 16, 2012, 2:41:45 PM","04/16/2012 Hopkinton, MA",Run,Bill Tylutki - Boston Marathon 2012. 88 degrees and sunny.,17559,42.73,,,,,,activities/9182602.gpx.gz,,,17559,17559,42734.5,6.683030128479004,,169.4669952392578,,2.717750072479248,140.8509979248047,19.447399139404297,-0.317597985,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852596,"Apr 16, 2012, 2:01:02 PM","04/16/2012 Hopkinton, MA",Run,Jerry Tylutki - Boston Marathon 2012. 88 degrees and sunny.,12618,42.7,,,,,,activities/9182628.gpx.gz,,,12618,12618,42706.30078,6.0912299156188965,,169.44000244140625,,2.728379964828491,140.7010040283203,14.400300025939941,-0.317593008,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443244,"Feb 14, 2013, 4:52:15 PM",2/14/13,Run,,5550,0,,,FALSE,,,activities/70698242.fit.gz,,,5550,5035,0,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443250,"Feb 15, 2013, 5:32:05 PM","02/15/2013 Clinton, NY",Run,,1330,4.7,,,FALSE,,,activities/70698244.fit.gz,,,1330,1330,4708.100098,4.400000095367432,,30.940000534057617,,236.60000610351562,295.29998779296875,7.900000095367432,-0.577727973,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443251,"Feb 18, 2013, 5:06:47 PM","02/18/2013 Clinton, NY",Run,,1876,7.44,,,FALSE,,,activities/70698248.fit.gz,,,1876,1876,7441.799805,8.399999618530273,,74.73999786376953,,236.6999969482422,305.8999938964844,9.199999809265137,-0.0161251,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443252,"Feb 18, 2013, 6:20:11 PM","02/18/2013 Clinton, NY",Run,,425,1.62,,,FALSE,,,activities/70698251.fit.gz,,,425,425,1621.5,4.400000095367432,,0,,260.6000061035156,271.70001220703125,9,-0.0925069,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443253,"Feb 22, 2013, 12:58:53 AM",2/21/13,Run,,0,0,,,FALSE,,,activities/70698254.fit.gz,,,0,0,0,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443254,"Feb 19, 2013, 6:19:32 PM",2/19/13,Run,,0,0,,,FALSE,,,activities/70698253.fit.gz,,,0,0,0,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443259,"Feb 27, 2013, 7:27:13 PM",2/27/13,Run,,0,0,,,FALSE,,,activities/70698268.fit.gz,,,0,0,0,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64443260,"Feb 18, 2013, 5:38:09 PM","02/18/2013 Clinton, NY",Run,,2492,8.92,,,FALSE,,,activities/70698250.fit.gz,,,2492,2492,8926.200195,6,,277.39300537109375,,222.3000030517578,271.3999938964844,11.199999809265137,-0.00336089,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
